Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
5023,"3 BHK Flat for Sale in Phase 7, Bangalore","A beautiful 3 BHK apartment located in Phase 7, Bangalore, close to schools and markets.",1.7 Cr,16964077.0,"Phase 7, Bangalore",1029 sqft,Ready to Move,11 out of 23,New Property,Unfurnished,North-East,Garden/Park,Society 366,3.0,1.0,1.0,Co-operative Society,1480 sqft,32x32,
5024,"3 BHK Flat for Sale in Sector 23, Nagpur","A beautiful 3 BHK apartment located in Sector 23, Nagpur, close to schools and markets.",55.81 Lac,,"Sector 23, Nagpur",86.5 sqm,Under Construction,5 out of 13,New Property,Furnished,South,Not Available,Society 218,3.0,2.0,1.0,Power Of Attorney,1411 sqft,30x30,1662 sqft
5025,"4 BHK Flat for Sale in Sector 2, Ghaziabad","A beautiful 4 BHK apartment located in Sector 2, Ghaziabad, close to schools and markets.",1.38 Cr,,"Sector 2, Ghaziabad",140.7 sqm,Ready to Move,Ground out of 10,Resale,Furnished,North,Garden/Park,Society 264,4.0,0.0,1.0,Freehold,1988 sqft,38x38,
5026,"3 BHK Flat for Sale in Sector 54, Bangalore","A beautiful 3 BHK apartment located in Sector 54, Bangalore, close to schools and markets.",1.28 Cr,12753281.0,"Sector 54, Bangalore",884 sqft,Under Construction,2 out of 4,Resale,Semi-Furnished,West,Not Available,Society 256,2.0,1.0,2.0,Power Of Attorney,131.1 sqm,29x29,
5027,"2 BHK Flat for Sale in Sector 6, Jaipur","A beautiful 2 BHK apartment located in Sector 6, Jaipur, close to schools and markets.",64.07 Lac,,"Sector 6, Jaipur",843 sqft,Under Construction,26 out of 27,New Property,Semi-Furnished,South-East,Pool,,2.0,0.0,2.0,Freehold,1090 sqft,29x29,
5028,"1 BHK Flat for Sale in Sector 29, Ahmedabad","A beautiful 1 BHK apartment located in Sector 29, Ahmedabad, close to schools and markets.",39.81 Lac,,"Sector 29, Ahmedabad",412 sqft,Under Construction,7 out of 9,New Property,Furnished,North-West,Main Road,Society 326,1.0,1.0,0.0,Power Of Attorney,492 sqft,20x20,
5029,"4 BHK Flat for Sale in Sector 2, Pune","A beautiful 4 BHK apartment located in Sector 2, Pune, close to schools and markets.",2.03 Cr,20277146.0,"Sector 2, Pune",150.6 sqm,Ready to Move,1 out of 5,New Property,Unfurnished,North-East,Garden/Park,Society 53,,1.0,1.0,Freehold,197.7 sqm,40x40,2133 sqft
5030,"4 BHK Flat for Sale in Phase 9, Hyderabad","A beautiful 4 BHK apartment located in Phase 9, Hyderabad, close to schools and markets.",1.37 Cr,13710288.0,"Phase 9, Hyderabad",1413 sqft,Ready to Move,4 out of 6,New Property,Furnished,West,Club,,4.0,2.0,1.0,Freehold,1869 sqft,37x37,
5031,"3 BHK Flat for Sale in Sector 56, Chennai","A beautiful 3 BHK apartment located in Sector 56, Chennai, close to schools and markets.",71.77 Lac,,"Sector 56, Chennai",1095 sqft,Under Construction,14 out of 17,Resale,Furnished,South,Pool,Society 265,3.0,2.0,1.0,Freehold,1193 sqft,33x33,
5032,"4 BHK Flat for Sale in Sector 32, Nagpur","A beautiful 4 BHK apartment located in Sector 32, Nagpur, close to schools and markets.",88.75 Lac,,"Sector 32, Nagpur",1429 sqft,Ready to Move,4 out of 16,New Property,Furnished,North,Pool,Society 302,4.0,1.0,1.0,Power Of Attorney,1824 sqft,37x37,
5033,"4 BHK Flat for Sale in Sector 37, Surat","A beautiful 4 BHK apartment located in Sector 37, Surat, close to schools and markets.",79.15 Lac,7914787.0,"Sector 37, Surat",150.7 sqm,Under Construction,2 out of 6,Resale,Unfurnished,East,Not Available,,3.0,,2.0,Leasehold,1879 sqft,40x40,
5034,"5 BHK Flat for Sale in Sector 34, Kolkata","A beautiful 5 BHK apartment located in Sector 34, Kolkata, close to schools and markets.",1.31 Cr,,"Sector 34, Kolkata",2015 sqft,Under Construction,10 out of 18,New Property,Furnished,North,Pool,Society 11,5.0,3.0,0.0,Co-operative Society,2336 sqft,44x44,3268 sqft
5035,"2 BHK Flat for Sale in Phase 2, Faridabad","A beautiful 2 BHK apartment located in Phase 2, Faridabad, close to schools and markets.",61.94 Lac,,"Phase 2, Faridabad",54.9 sqm,Under Construction,5 out of 17,Resale,Unfurnished,South-East,Club,Society 34,2.0,3.0,0.0,Co-operative Society,956 sqft,24x24,
5036,"1 BHK Flat for Sale in Sector 37, Nagpur","A beautiful 1 BHK apartment located in Sector 37, Nagpur, close to schools and markets.",19.7 Lac,,"Sector 37, Nagpur",367 sqft,Under Construction,1 out of 15,New Property,Unfurnished,West,Club,Society 264,1.0,1.0,1.0,Freehold,413 sqft,19x19,
5037,"5 BHK Flat for Sale in Sector 22, Surat","A beautiful 5 BHK apartment located in Sector 22, Surat, close to schools and markets.",1.02 Cr,,"Sector 22, Surat",1772 sqft,Ready to Move,13 out of 20,Resale,Furnished,,Garden/Park,Society 351,4.0,0.0,,Power Of Attorney,2361 sqft,42x42,2638 sqft
5038,"4 BHK Flat for Sale in Sector 3, Hyderabad","A beautiful 4 BHK apartment located in Sector 3, Hyderabad, close to schools and markets.",1.24 Cr,,"Sector 3, Hyderabad",1586 sqft,Under Construction,1 out of 5,Resale,Semi-Furnished,North-East,Pool,Society 15,4.0,2.0,1.0,Freehold,2283 sqft,39x39,
5039,"1 BHK Flat for Sale in Sector 37, Lucknow","A beautiful 1 BHK apartment located in Sector 37, Lucknow, close to schools and markets.",30.2 Lac,,"Sector 37, Lucknow",41.2 sqm,Under Construction,2 out of 8,New Property,Unfurnished,East,Club,Society 136,1.0,3.0,1.0,Co-operative Society,585 sqft,21x21,
5040,"2 BHK Flat for Sale in Sector 6, Bangalore","A beautiful 2 BHK apartment located in Sector 6, Bangalore, close to schools and markets.",1.73 Cr,17255156.0,"Sector 6, Bangalore",82.3 sqm,Under Construction,8 out of 9,New Property,Furnished,,Pool,Society 296,2.0,2.0,0.0,Leasehold,109.1 sqm,29x29,
5041,"3 BHK Flat for Sale in Sector 52, Pune","A beautiful 3 BHK apartment located in Sector 52, Pune, close to schools and markets.",1.72 Cr,,"Sector 52, Pune",1391 sqft,Ready to Move,14 out of 18,Resale,Unfurnished,South-East,,Society 60,2.0,0.0,,Power Of Attorney,161.3 sqm,37x37,
5042,"4 BHK Flat for Sale in Phase 4, Navi Mumbai","A beautiful 4 BHK apartment located in Phase 4, Navi Mumbai, close to schools and markets.",3.44 Cr,,"Phase 4, Navi Mumbai",1400 sqft,Under Construction,8 out of 25,New Property,Semi-Furnished,East,Club,Society 241,4.0,2.0,1.0,Co-operative Society,2195 sqft,37x37,
5043,"3 BHK Flat for Sale in Sector 33, Ahmedabad","A beautiful 3 BHK apartment located in Sector 33, Ahmedabad, close to schools and markets.",1.21 Cr,12073002.0,"Sector 33, Ahmedabad",93.0 sqm,Under Construction,1 out of 1,Resale,Semi-Furnished,South-East,Main Road,Society 230,2.0,3.0,2.0,Co-operative Society,1563 sqft,31x31,
5044,"2 BHK Flat for Sale in Sector 2, Jaipur","A beautiful 2 BHK apartment located in Sector 2, Jaipur, close to schools and markets.",53.21 Lac,,"Sector 2, Jaipur",640 sqft,Under Construction,Basement out of 1,New Property,Semi-Furnished,South,Pool,Society 390,2.0,1.0,0.0,Leasehold,837 sqft,25x25,1156 sqft
5045,"5 BHK Flat for Sale in Sector 22, Noida","A beautiful 5 BHK apartment located in Sector 22, Noida, close to schools and markets.",2.44 Cr,,"Sector 22, Noida",1710 sqft,Under Construction,3 out of 6,Resale,Unfurnished,North-West,Not Available,Society 358,4.0,2.0,,Leasehold,2386 sqft,41x41,
5046,"1 BHK Flat for Sale in Sector 55, Indore","A beautiful 1 BHK apartment located in Sector 55, Indore, close to schools and markets.",20.19 Lac,2019467.0,"Sector 55, Indore",365 sqft,Under Construction,3 out of 11,Resale,Semi-Furnished,North,Garden/Park,Society 22,1.0,2.0,0.0,Co-operative Society,399 sqft,19x19,
5047,"4 BHK Flat for Sale in Sector 43, Nagpur","A beautiful 4 BHK apartment located in Sector 43, Nagpur, close to schools and markets.",67.93 Lac,6792915.0,"Sector 43, Nagpur",1404 sqft,Ready to Move,3 out of 14,New Property,Semi-Furnished,North-East,,Society 34,4.0,0.0,,Freehold,1694 sqft,37x37,158.4 sqm
5048,"5 BHK Flat for Sale in Sector 24, Faridabad","A beautiful 5 BHK apartment located in Sector 24, Faridabad, close to schools and markets.",91.44 Lac,,"Sector 24, Faridabad",161.1 sqm,Under Construction,10 out of 12,Resale,Semi-Furnished,South,Pool,Society 289,4.0,1.0,1.0,Co-operative Society,2213 sqft,41x41,
5049,"2 BHK Flat for Sale in Sector 19, Indore","A beautiful 2 BHK apartment located in Sector 19, Indore, close to schools and markets.",59.41 Lac,5940830.0,"Sector 19, Indore",77.0 sqm,Ready to Move,27 out of 30,New Property,Unfurnished,South,Garden/Park,,2.0,1.0,2.0,Co-operative Society,1150 sqft,28x28,1479 sqft
5050,"3 BHK Flat for Sale in Sector 41, Faridabad","A beautiful 3 BHK apartment located in Sector 41, Faridabad, close to schools and markets.",87.13 Lac,,"Sector 41, Faridabad",1144 sqft,Ready to Move,1 out of 3,New Property,Furnished,West,,Society 290,2.0,0.0,,Co-operative Society,1493 sqft,33x33,1775 sqft
5051,"5 BHK Flat for Sale in Sector 11, Lucknow","A beautiful 5 BHK apartment located in Sector 11, Lucknow, close to schools and markets.",1.63 Cr,16305323.0,"Sector 11, Lucknow",1632 sqft,Under Construction,2 out of 6,Resale,Furnished,North,Main Road,Society 150,5.0,2.0,2.0,Co-operative Society,2560 sqft,40x40,2760 sqft
5052,"3 BHK Flat for Sale in Sector 46, Pune","A beautiful 3 BHK apartment located in Sector 46, Pune, close to schools and markets.",1.31 Cr,,"Sector 46, Pune",99.2 sqm,Ready to Move,3 out of 20,Resale,Semi-Furnished,South-East,Main Road,Society 3,2.0,0.0,2.0,Power Of Attorney,1611 sqft,32x32,
5053,"2 BHK Flat for Sale in Sector 26, Ahmedabad","A beautiful 2 BHK apartment located in Sector 26, Ahmedabad, close to schools and markets.",53.23 Lac,5322705.0,"Sector 26, Ahmedabad",770 sqft,Ready to Move,5 out of 7,New Property,Unfurnished,West,Club,Society 336,2.0,2.0,2.0,Power Of Attorney,951 sqft,27x27,1150 sqft
5054,"2 BHK Flat for Sale in Sector 39, Ahmedabad","A beautiful 2 BHK apartment located in Sector 39, Ahmedabad, close to schools and markets.",66.81 Lac,6681095.0,"Sector 39, Ahmedabad",687 sqft,Ready to Move,4 out of 27,Resale,Semi-Furnished,South-West,Club,Society 257,1.0,0.0,1.0,Leasehold,89.6 sqm,26x26,
5055,"3 BHK Flat for Sale in Sector 4, Thane","A beautiful 3 BHK apartment located in Sector 4, Thane, close to schools and markets.",1.88 Cr,,"Sector 4, Thane",106.6 sqm,Under Construction,Ground out of 29,New Property,Unfurnished,South-East,Pool,Society 239,3.0,,1.0,Co-operative Society,148.9 sqm,33x33,188.9 sqm
5056,"3 BHK Flat for Sale in Sector 1, Chennai","A beautiful 3 BHK apartment located in Sector 1, Chennai, close to schools and markets.",1.29 Cr,12905547.0,"Sector 1, Chennai",931 sqft,Under Construction,3 out of 5,Resale,Furnished,South,,Society 313,2.0,2.0,1.0,Leasehold,1232 sqft,30x30,
5057,"3 BHK Flat for Sale in Colony, Kolkata","A beautiful 3 BHK apartment located in Colony, Kolkata, close to schools and markets.",64.12 Lac,6411898.0,"Colony, Kolkata",97.7 sqm,Ready to Move,11 out of 14,Resale,Semi-Furnished,North,Not Available,,3.0,1.0,0.0,Power Of Attorney,1253 sqft,32x32,
5058,"2 BHK Flat for Sale in Sector 29, Navi Mumbai","A beautiful 2 BHK apartment located in Sector 29, Navi Mumbai, close to schools and markets.",Call for Price,,"Sector 29, Navi Mumbai",728 sqft,Ready to Move,1 out of 1,New Property,Semi-Furnished,East,,Society 276,2.0,1.0,,Co-operative Society,922 sqft,26x26,976 sqft
5059,"2 BHK Flat for Sale in Extension, Navi Mumbai","A beautiful 2 BHK apartment located in Extension, Navi Mumbai, close to schools and markets.",1.28 Cr,12813003.0,"Extension, Navi Mumbai",66.4 sqm,Under Construction,16 out of 20,Resale,Furnished,South-East,Main Road,Society 372,2.0,1.0,,Power Of Attorney,873 sqft,26x26,
5060,"3 BHK Flat for Sale in Sector 42, Mumbai","A beautiful 3 BHK apartment located in Sector 42, Mumbai, close to schools and markets.",4.27 Cr,42749977.0,"Sector 42, Mumbai",1229 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,,Garden/Park,Society 276,2.0,,1.0,Leasehold,151.5 sqm,35x35,2190 sqft
5061,"1 BHK Flat for Sale in Colony, Chandigarh","A beautiful 1 BHK apartment located in Colony, Chandigarh, close to schools and markets.",51.49 Lac,,"Colony, Chandigarh",461 sqft,Ready to Move,15 out of 28,New Property,Semi-Furnished,South-West,,Society 63,1.0,,2.0,Co-operative Society,564 sqft,21x21,
5062,"4 BHK Flat for Sale in Sector 34, Lucknow","A beautiful 4 BHK apartment located in Sector 34, Lucknow, close to schools and markets.",1.35 Cr,13512764.0,"Sector 34, Lucknow",1619 sqft,Ready to Move,2 out of 10,Resale,Furnished,South-East,Club,Society 214,4.0,1.0,1.0,Power Of Attorney,219.8 sqm,40x40,
5063,"1 BHK Flat for Sale in Sector 19, Pune","A beautiful 1 BHK apartment located in Sector 19, Pune, close to schools and markets.",52.03 Lac,,"Sector 19, Pune",363 sqft,Ready to Move,14 out of 29,Resale,Furnished,North,Garden/Park,Society 241,1.0,3.0,1.0,Co-operative Society,454 sqft,19x19,
5064,"2 BHK Flat for Sale in Sector 1, Noida","A beautiful 2 BHK apartment located in Sector 1, Noida, close to schools and markets.",94.05 Lac,,"Sector 1, Noida",782 sqft,Ready to Move,7 out of 8,New Property,Furnished,,Pool,Society 147,1.0,2.0,1.0,Leasehold,88.5 sqm,27x27,
5065,"3 BHK Flat for Sale in Sector 20, Hyderabad","A beautiful 3 BHK apartment located in Sector 20, Hyderabad, close to schools and markets.",1.47 Cr,14733526.0,"Sector 20, Hyderabad",105.6 sqm,Ready to Move,2 out of 24,New Property,Furnished,South-East,Main Road,Society 395,2.0,2.0,1.0,Leasehold,1393 sqft,33x33,
5066,"1 BHK Flat for Sale in Sector 34, Nagpur","A beautiful 1 BHK apartment located in Sector 34, Nagpur, close to schools and markets.",25.15 Lac,2514746.0,"Sector 34, Nagpur",450 sqft,Under Construction,1 out of 6,Resale,Unfurnished,North,Not Available,Society 20,,,2.0,Freehold,498 sqft,21x21,605 sqft
5067,"2 BHK Flat for Sale in Sector 55, Surat","A beautiful 2 BHK apartment located in Sector 55, Surat, close to schools and markets.",40.0 Lac,,"Sector 55, Surat",693 sqft,Under Construction,7 out of 25,New Property,Unfurnished,South,Club,Society 184,1.0,2.0,,Power Of Attorney,83.5 sqm,26x26,
5068,"1 BHK Flat for Sale in Sector 9, Navi Mumbai","A beautiful 1 BHK apartment located in Sector 9, Navi Mumbai, close to schools and markets.",74.86 Lac,7486081.0,"Sector 9, Navi Mumbai",374 sqft,Ready to Move,9 out of 24,New Property,Furnished,East,Pool,Society 193,1.0,1.0,1.0,Co-operative Society,437 sqft,19x19,53.4 sqm
5069,"3 BHK Flat for Sale in Sector 36, Indore","A beautiful 3 BHK apartment located in Sector 36, Indore, close to schools and markets.",Call for Price,7434443.0,"Sector 36, Indore",1086 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,North,Main Road,,3.0,0.0,2.0,Leasehold,149.9 sqm,32x32,
5070,"4 BHK Flat for Sale in Sector 26, Ahmedabad","A beautiful 4 BHK apartment located in Sector 26, Ahmedabad, close to schools and markets.",1.04 Cr,,"Sector 26, Ahmedabad",1660 sqft,Ready to Move,Ground out of 2,Resale,Furnished,South-East,Pool,Society 25,4.0,2.0,2.0,Leasehold,2001 sqft,40x40,
5071,"2 BHK Flat for Sale in Phase 1, Bangalore","A beautiful 2 BHK apartment located in Phase 1, Bangalore, close to schools and markets.",1.2 Cr,12014845.0,"Phase 1, Bangalore",63.0 sqm,Under Construction,7 out of 10,New Property,Semi-Furnished,East,Garden/Park,Society 60,2.0,3.0,2.0,Leasehold,78.5 sqm,26x26,
5072,"2 BHK Flat for Sale in Sector 37, Nagpur","A beautiful 2 BHK apartment located in Sector 37, Nagpur, close to schools and markets.",48.74 Lac,4873549.0,"Sector 37, Nagpur",683 sqft,Ready to Move,23 out of 25,New Property,Furnished,North-West,Main Road,Society 8,2.0,1.0,0.0,Co-operative Society,940 sqft,26x26,
5073,"2 BHK Flat for Sale in Sector 20, Delhi","A beautiful 2 BHK apartment located in Sector 20, Delhi, close to schools and markets.",1.09 Cr,,"Sector 20, Delhi",62.6 sqm,Ready to Move,26 out of 30,Resale,Furnished,East,Club,,1.0,3.0,,Leasehold,90.1 sqm,25x25,1203 sqft
5074,"3 BHK Flat for Sale in Sector 25, Noida","A beautiful 3 BHK apartment located in Sector 25, Noida, close to schools and markets.",1.57 Cr,15668161.0,"Sector 25, Noida",1091 sqft,Ready to Move,7 out of 11,New Property,Semi-Furnished,South-West,Not Available,Society 256,3.0,,1.0,Leasehold,1484 sqft,33x33,
5075,"2 BHK Flat for Sale in Sector 4, Mumbai","A beautiful 2 BHK apartment located in Sector 4, Mumbai, close to schools and markets.",2.78 Cr,,"Sector 4, Mumbai",885 sqft,Ready to Move,Basement out of 8,Resale,Furnished,,Garden/Park,Society 41,1.0,3.0,1.0,Leasehold,1147 sqft,29x29,1315 sqft
5076,"4 BHK Flat for Sale in Sector 35, Kolkata","A beautiful 4 BHK apartment located in Sector 35, Kolkata, close to schools and markets.",1.37 Cr,,"Sector 35, Kolkata",1244 sqft,Under Construction,Basement out of 1,Resale,Furnished,North-East,Garden/Park,,4.0,1.0,1.0,Power Of Attorney,157.6 sqm,35x35,
5077,"3 BHK Flat for Sale in Sector 52, Delhi","A beautiful 3 BHK apartment located in Sector 52, Delhi, close to schools and markets.",3.41 Cr,,"Sector 52, Delhi",93.1 sqm,Under Construction,Ground out of 17,New Property,Semi-Furnished,North-East,Pool,Society 313,2.0,3.0,0.0,Co-operative Society,147.5 sqm,31x31,1814 sqft
5078,"4 BHK Flat for Sale in Sector 59, Indore","A beautiful 4 BHK apartment located in Sector 59, Indore, close to schools and markets.",71.36 Lac,7136465.0,"Sector 59, Indore",138.8 sqm,Under Construction,2 out of 14,Resale,Unfurnished,South-East,Garden/Park,,4.0,3.0,,Power Of Attorney,2118 sqft,38x38,
5079,"2 BHK Flat for Sale in Phase 5, Ghaziabad","A beautiful 2 BHK apartment located in Phase 5, Ghaziabad, close to schools and markets.",62.76 Lac,6276228.0,"Phase 5, Ghaziabad",845 sqft,Under Construction,5 out of 5,New Property,Semi-Furnished,,Pool,Society 176,,,,Leasehold,1115 sqft,29x29,1526 sqft
5080,"2 BHK Flat for Sale in Sector 12, Chennai","A beautiful 2 BHK apartment located in Sector 12, Chennai, close to schools and markets.",89.7 Lac,,"Sector 12, Chennai",68.1 sqm,Ready to Move,3 out of 3,Resale,Furnished,South,,Society 323,1.0,1.0,1.0,Power Of Attorney,1105 sqft,27x27,1227 sqft
5081,"4 BHK Flat for Sale in Sector 34, Indore","A beautiful 4 BHK apartment located in Sector 34, Indore, close to schools and markets.",69.31 Lac,,"Sector 34, Indore",1333 sqft,Ready to Move,23 out of 30,Resale,Semi-Furnished,East,Club,Society 197,4.0,0.0,2.0,Leasehold,2010 sqft,36x36,
5082,"3 BHK Flat for Sale in Sector 4, Lucknow","A beautiful 3 BHK apartment located in Sector 4, Lucknow, close to schools and markets.",71.48 Lac,7148201.0,"Sector 4, Lucknow",1161 sqft,Under Construction,5 out of 7,New Property,Unfurnished,North,Garden/Park,Society 205,2.0,,0.0,Leasehold,1576 sqft,34x34,1704 sqft
5083,"3 BHK Flat for Sale in Sector 45, Noida","A beautiful 3 BHK apartment located in Sector 45, Noida, close to schools and markets.",1.72 Cr,17202413.0,"Sector 45, Noida",1075 sqft,Ready to Move,17 out of 17,Resale,Unfurnished,South,Club,Society 274,2.0,2.0,0.0,Freehold,146.6 sqm,32x32,
5084,"3 BHK Flat for Sale in Sector 22, Noida","A beautiful 3 BHK apartment located in Sector 22, Noida, close to schools and markets.",1.91 Cr,19114503.0,"Sector 22, Noida",1200 sqft,Ready to Move,Ground out of 9,New Property,Semi-Furnished,,,,3.0,2.0,1.0,Co-operative Society,177.9 sqm,34x34,1978 sqft
5085,"3 BHK Flat for Sale in Sector 43, Ahmedabad","A beautiful 3 BHK apartment located in Sector 43, Ahmedabad, close to schools and markets.",98.99 Lac,9899261.0,"Sector 43, Ahmedabad",1287 sqft,Ready to Move,3 out of 3,Resale,Semi-Furnished,North-East,Club,,2.0,0.0,,Power Of Attorney,1440 sqft,35x35,
5086,"3 BHK Flat for Sale in Sector 50, Indore","A beautiful 3 BHK apartment located in Sector 50, Indore, close to schools and markets.",64.34 Lac,,"Sector 50, Indore",1059 sqft,Under Construction,4 out of 28,New Property,Unfurnished,,Garden/Park,,,0.0,1.0,Freehold,1498 sqft,32x32,1534 sqft
